Site	Type	Left	Right	Strand	Transcription-Units
CpxR response regulator - phosphorylated DNA-binding-site 61 bases upstream of ftnBp2	DNA-Binding-Sites	1986731	1986746	+	ftnB
CpxR response regulator - phosphorylated DNA-binding-site 63 bases upstream of degPp	DNA-Binding-Sites	180775	180790	+	degP
CpxR response regulator - phosphorylated DNA-binding-site 66 bases upstream of acrDp2	DNA-Binding-Sites	2587476	2587493	+	acrD
CpxR response regulator - phosphorylated DNA-binding-site 66.5 bases upstream of mdtAp	DNA-Binding-Sites	2153906	2153920	+	mdtABCD-baeSR
CpxR response regulator - phosphorylated DNA-binding-site 67 bases downstream of rpoEp1a	DNA-Binding-Sites	2710113	2710128	-	rpoE-rseABC
CpxR response regulator - phosphorylated DNA-binding-site 67 bases upstream of cpxRp2	DNA-Binding-Sites	4105746	4105761	-	cpxRA // cpxPQ // cpxRA
CpxR response regulator - phosphorylated DNA-binding-site 68.5 bases upstream of ompFp2	DNA-Binding-Sites	987153	987169	-	ompF // ompF
CpxR response regulator - phosphorylated DNA-binding-site 71.5 bases upstream of degPp	DNA-Binding-Sites	180765	180783	+	degP
CpxR response regulator - phosphorylated DNA-binding-site 73.5 bases upstream of csgDp3	DNA-Binding-Sites	1103411	1103425	-	csgDEFG // csgDEFG
CpxR response regulator - phosphorylated DNA-binding-site 8 bases downstream of csgBp2	DNA-Binding-Sites	1103859	1103874	+	csgBAC // csgBAC
CpxR response regulator - phosphorylated DNA-binding-site 81 bases upstream of ungp	DNA-Binding-Sites	2716650	2716665	+	ung
CpxR response regulator - phosphorylated DNA-binding-site 9 bases upstream of tsrp1	DNA-Binding-Sites	4591396	4591411	+	tsr
CpxR response regulator - phosphorylated DNA-binding-site 93 bases upstream of ompFp2	DNA-Binding-Sites	987178	987193	-	ompF // ompF
CpxR response regulator - phosphorylated DNA-binding-site 95 bases upstream of ompCp1	DNA-Binding-Sites	2312920	2312931	-	ompC
CpxR response regulator - phosphorylated DNA-binding-site 95.5 bases upstream of csgDp3	DNA-Binding-Sites	1103433	1103447	-	csgDEFG // csgDEFG
CpxR response regulator - phosphorylated DNA-binding-site 96.5 bases upstream of ppiDp2	DNA-Binding-Sites	461715	461731	+	ppiD
CpxR response regulator - phosphorylated DNA-binding-site 98 bases upstream of acrDp2	DNA-Binding-Sites	2587446	2587459	+	acrD
CpxR-P DNA-binding-site 127.5 bases upstream of acrDp2	DNA-Binding-Sites	2587414	2587432	+	acrD
cpxRA	Transcription-Units	4105686	4105670	-	cpxRA
cpxRA	Transcription-Units	4105686	4105670	-	cpxRA
cpxRp	Promoters	4105686	4105747	-	cpxRA
cpxRp2	Promoters	4105686	4105747	-	cpxRA
CPZ-55	Cryptic-Prophages	2558691	2565480	+	NA
cra	Transcription-Units	87947	89032	+	cra
Cra DNA-binding-site 101.5 bases upstream of prpBp	DNA-Binding-Sites	348536	348554	+	prpBCDE
Cra DNA-binding-site 105.5 bases upstream of cydAp5	DNA-Binding-Sites	771254	771272	+	cydAB
Cra DNA-binding-site 13.5 bases upstream of pdeLp1	DNA-Binding-Sites	332017	332035	+	pdeL
Cra DNA-binding-site 134.5 bases upstream of cydAp5	DNA-Binding-Sites	771225	771243	+	cydAB
Cra DNA-binding-site 139.5 bases upstream of pckp	DNA-Binding-Sites	3532531	3532549	+	pck
Cra DNA-binding-site 15.5 bases upstream of nirBp	DNA-Binding-Sites	3493963	3493981	+	nirBDC-cysG
Cra DNA-binding-site 159.5 bases upstream of pdeLp1	DNA-Binding-Sites	331871	331889	+	pdeL
Cra DNA-binding-site 164.5 bases downstream of enop3	DNA-Binding-Sites	2908674	2908692	-	eno // eno // eno
Cra DNA-binding-site 166.5 bases upstream of aceBp	DNA-Binding-Sites	4215227	4215245	+	aceBAK
Cra DNA-binding-site 18.5 bases downstream of pykFp	DNA-Binding-Sites	1755476	1755494	+	pykF
Cra DNA-binding-site 185.5 bases upstream of pdhRp2	DNA-Binding-Sites	121840	121858	+	pdhR-aceEF-lpdA // pdhR-aceEF-lpdA // aroP // aroP
Cra DNA-binding-site 196.5 bases upstream of csgDp3	DNA-Binding-Sites	1103532	1103550	-	csgDEFG // csgDEFG
Cra DNA-binding-site 22.5 bases upstream of mtlAp	DNA-Binding-Sites	3772157	3772175	+	mtlADR
Cra DNA-binding-site 227.5 bases upstream of csgDp3	DNA-Binding-Sites	1103563	1103581	-	csgDEFG // csgDEFG
Cra DNA-binding-site 268.5 bases upstream of cyoAp	DNA-Binding-Sites	451913	451931	-	cyoABCDE
Cra DNA-binding-site 3.5 bases downstream of epdp2	DNA-Binding-Sites	3073812	3073830	-	epd-pgk // epd-pgk-fbaA // epd-pgk-fbaA // epd-pgk
Cra DNA-binding-site 31.5 bases upstream of gpmMp1	DNA-Binding-Sites	3785195	3785213	+	gpmM-envC-yibQ
Cra DNA-binding-site 33.5 bases upstream of enop3	DNA-Binding-Sites	2908871	2908889	-	eno // eno // eno
Cra DNA-binding-site 332.5 bases upstream of sgrSp2	DNA-Binding-Sites	77026	77044	+	sgrST-setA // sgrST-setA
Cra DNA-binding-site 35.5 bases upstream of fbaBp	DNA-Binding-Sites	2178694	2178712	-	fbaB
Cra DNA-binding-site 35.5 bases upstream of pfkAp	DNA-Binding-Sites	4107430	4107448	+	pfkA // pfkA
Cra DNA-binding-site 35.5 bases upstream of zwfp	DNA-Binding-Sites	1936403	1936421	-	zwf
Cra DNA-binding-site 36.5 bases downstream of adhEp	DNA-Binding-Sites	1298370	1298386	-	adhE // adhE
Cra DNA-binding-site 36.5 bases upstream of mplp	DNA-Binding-Sites	4455683	4455701	+	mpl // mpl
Cra DNA-binding-site 4.5 bases downstream of eddp	DNA-Binding-Sites	1934701	1934719	-	edd-eda
Cra DNA-binding-site 4.5 bases upstream of glcCp	DNA-Binding-Sites	3128193	3128211	+	glcC
Cra DNA-binding-site 40.5 bases downstream of manXp	DNA-Binding-Sites	1901965	1901981	+	manXYZ
Cra DNA-binding-site 43.5 bases upstream of gapAp	DNA-Binding-Sites	1862683	1862701	+	gapA // gapA // gapA // gapA-yeaD // gapA
Cra DNA-binding-site 45.5 bases upstream of crpp1	DNA-Binding-Sites	3485900	3485916	+	crp
Cra DNA-binding-site 45.5 bases upstream of ppsp	DNA-Binding-Sites	1787199	1787215	-	ppsA
Cra DNA-binding-site 46.5 bases downstream of csgDp3	DNA-Binding-Sites	1103290	1103308	-	csgDEFG // csgDEFG
Cra DNA-binding-site 46.5 bases upstream of ppcp	DNA-Binding-Sites	4153228	4153246	-	ppc
Cra DNA-binding-site 55.5 bases upstream of ptsHp1	DNA-Binding-Sites	2533544	2533562	+	ptsHI-crr // ptsHI-crr
Cra DNA-binding-site 563.5 bases upstream of csgDp3	DNA-Binding-Sites	1103899	1103917	-	csgDEFG // csgDEFG
Cra DNA-binding-site 7.5 bases downstream of fruBp	DNA-Binding-Sites	2263582	2263600	-	fruBKA
Cra DNA-binding-site 7.5 bases downstream of hypFp3	DNA-Binding-Sites	2838090	2838108	-	hypF // hypF
Cra DNA-binding-site 72.5 bases upstream of marRp	DNA-Binding-Sites	1619012	1619030	+	marRAB
Cra DNA-binding-site 725.5 bases upstream of gapAp	DNA-Binding-Sites	1862001	1862019	+	gapA // gapA // gapA // gapA-yeaD // gapA
Cra DNA-binding-site 73.5 bases downstream of fruBp	DNA-Binding-Sites	2263516	2263534	-	fruBKA
Cra DNA-binding-site 76.5 bases upstream of icdAp2	DNA-Binding-Sites	1194876	1194894	+	icd
Cra DNA-binding-site 91.5 bases upstream of glkp2	DNA-Binding-Sites	2509544	2509562	-	glk // glk
Cra DNA-binding-site 91.5 bases upstream of tpiAp	DNA-Binding-Sites	4111652	4111670	-	tpiA // tpiA
crcB	Transcription-Units	657555	657938	-	crcB
crcBp3	Promoters	657998	658059	-	NA
crcBp4	Promoters	658008	658069	-	NA
creABC	Transcription-Units	4635243	4638120	+	creABC
creABCD	Transcription-Units	4635477	4639572	+	creABCD
creAp	Promoters	4635416	4635477	+	creABCD
creAp2	Promoters	4635182	4635243	+	creABC
CreB-Pasp54 DNA-binding-site 18.5 bases downstream of malEp	DNA-Binding-Sites	4246438	4246456	-	malEFGH
CreB-Pasp54 DNA-binding-site 211.5 bases upstream of talAp	DNA-Binding-Sites	2578388	2578406	+	talA
CreB-Pasp54 DNA-binding-site 52.5 bases upstream of creDp	DNA-Binding-Sites	4638099	4638117	+	creD
creD	Transcription-Units	4638160	4639572	+	creD
creD terminator	Rho-Independent-Terminators	4639538	4639572	+	creD // creABCD
creDp	Promoters	4638099	4638160	+	creD
crlp1	Promoters	257749	257810	+	NA
crlp1	Promoters	257749	257810	+	NA
crlp2	Promoters	257763	257824	+	NA
croEp4	Promoters	1202822	1202883	+	NA
croEp5	Promoters	1202945	1203006	+	NA
crp	Transcription-Units	3486025	3486792	+	crp
crp	Transcription-Units	3485953	3486792	+	crp
crp	Transcription-Units	3486031	3486792	+	crp
crp terminator	Rho-Independent-Terminators	3486760	3486792	+	crp // crp // crp
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 0.5 bases upstream of narQp	DNA-Binding-Sites	2585566	2585588	+	narQ
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 1.5 bases downstream of hofMp	DNA-Binding-Sites	3522917	3522939	-	hofMNOP
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 1.5 bases downstream of osmYp2	DNA-Binding-Sites	4611143	4611165	+	osmY // osmY
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 1.5 bases upstream of manAp	DNA-Binding-Sites	1688539	1688561	+	manA // fumAC // fumA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 100.5 bases upstream of malKp	DNA-Binding-Sites	4246625	4246647	+	malK-lamB-malM // malEFGH
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 102.5 bases upstream of mtlAp	DNA-Binding-Sites	3772075	3772097	+	mtlADR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 103.5 bases upstream of uhpTp	DNA-Binding-Sites	3847291	3847313	-	uhpT
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 105.5 bases upstream of uxaCp2	DNA-Binding-Sites	3244952	3244974	-	uxaCA // exuT
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 106 bases upstream of putPp4	DNA-Binding-Sites	1079093	1079115	+	putP
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 106.5 bases upstream of dcuBp1	DNA-Binding-Sites	4348860	4348882	-	dcuB-fumB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 106.5 bases upstream of prpBp	DNA-Binding-Sites	348529	348551	+	prpBCDE // prpR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 107.5 bases upstream of gltAp1	DNA-Binding-Sites	754864	754886	-	gltA // sdhCDAB-sucABCD-sdhX
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 11.5 bases downstream of citCp2	DNA-Binding-Sites	652018	652040	-	citCDEFXG // dpiBA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 110.5 bases upstream of pdhRp2	DNA-Binding-Sites	121913	121935	+	pdhR-aceEF-lpdA // pdhR-aceEF-lpdA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 111.5 bases upstream of rhaSp2	DNA-Binding-Sites	4097589	4097611	+	rhaSR // rhaSR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 112.5 bases upstream of cspDp	DNA-Binding-Sites	922778	922800	-	cspD
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 112.5 bases upstream of gntTp2	DNA-Binding-Sites	3546323	3546345	+	gntT // gntT // gntT
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 113.5 bases upstream of csrCp	DNA-Binding-Sites	4050915	4050931	+	csrC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 113.5 bases upstream of rmfp	DNA-Binding-Sites	1015536	1015552	+	rmf
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 117 bases upstream of dgoRp	DNA-Binding-Sites	3875293	3875312	-	dgoRKADT
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 117.5 bases upstream of dsdXp	DNA-Binding-Sites	2477693	2477715	+	dsdXA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 117.5 bases upstream of guaBp	DNA-Binding-Sites	2634214	2634236	-	guaBA // xseA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 118.5 bases downstream of cirAp1	DNA-Binding-Sites	2246801	2246823	-	cirA // cirA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 12 bases downstream of treBp	DNA-Binding-Sites	4466188	4466210	-	treBC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 12.5 bases downstream of osmYp2	DNA-Binding-Sites	4611154	4611176	+	osmY // osmY
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 12.5 bases downstream of ppiAp4	DNA-Binding-Sites	3492427	3492449	-	ppiA // ppiA // ppiA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 12.5 bases upstream of osmYp2	DNA-Binding-Sites	4611130	4611152	+	osmY // osmY
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 121.5 bases upstream of ompFp2	DNA-Binding-Sites	987203	987225	-	ompF // ompF
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 122.5 bases upstream of acsp	DNA-Binding-Sites	4287503	4287525	-	acs-yjcHG // acs-yjcHG
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 122.5 bases upstream of proPp2	DNA-Binding-Sites	4330274	4330296	+	proP
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 122.5 bases upstream of rhaBp	DNA-Binding-Sites	4097584	4097606	-	rhaBAD
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 126.5 bases upstream of fixAp	DNA-Binding-Sites	42188	42210	+	fixABCX
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 126.5 bases upstream of gntPp	DNA-Binding-Sites	4551450	4551472	-	gntP // uxuAB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 127 bases upstream of exuRp2	DNA-Binding-Sites	3246482	3246500	+	exuR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 13 bases upstream of sdhDp	DNA-Binding-Sites	755380	755402	+	sdhDAB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 13.5 bases downstream of pckp	DNA-Binding-Sites	3532684	3532700	+	pck
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 131.5 bases upstream of glpTQp	DNA-Binding-Sites	2352572	2352594	-	glpTQ // glpABC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 131.5 bases upstream of lsrRp	DNA-Binding-Sites	1601378	1601400	-	lsrRK // lsrACDBFG-tam
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 132.5 bases upstream of malKp	DNA-Binding-Sites	4246593	4246615	+	malK-lamB-malM // malEFGH
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 132.5 bases upstream of yjiYp	DNA-Binding-Sites	4591489	4591511	-	btsT
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 136.5 bases upstream of nrdAp	DNA-Binding-Sites	2344608	2344630	+	nrdAB-yfaE
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 136.5 bases upstream of paaZp	DNA-Binding-Sites	1453796	1453818	-	paaZ // paaABCDEFGHIJK
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 14 bases upstream of yjhIp	DNA-Binding-Sites	4525897	4525908	-	yjhIHG
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 145.5 bases upstream of gcvTp	DNA-Binding-Sites	3050907	3050929	-	gcvTHP
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 157.5 bases upstream of fadLp	DNA-Binding-Sites	2461037	2461059	+	fadL
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 158.5 bases upstream of fiup	DNA-Binding-Sites	841796	841818	-	fiu
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 160.5 bases upstream of csrCp	DNA-Binding-Sites	4050868	4050884	+	csrC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 160.5 bases upstream of hyfAp	DNA-Binding-Sites	2601000	2601022	+	hyfABCDEFGHIJR-focB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 161.5 bases upstream of exuTp2	DNA-Binding-Sites	3244830	3244852	+	exuT
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 166.5 bases upstream of malKp	DNA-Binding-Sites	4246559	4246581	+	malK-lamB-malM // malEFGH
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 167.5 bases upstream of argGp	DNA-Binding-Sites	3318384	3318406	+	argG // metY // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 167.5 bases upstream of dusBp	DNA-Binding-Sites	3410068	3410090	+	dusB-fis
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 17.5 bases downstream of malIp	DNA-Binding-Sites	1699201	1699223	-	malI // malXY
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 170.5 bases upstream of csgDp3	DNA-Binding-Sites	1103504	1103526	-	csgDEFG // csgDEFG
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 175.5 bases upstream of mtlAp	DNA-Binding-Sites	3772002	3772024	+	mtlADR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 18.5 bases upstream of azuCp	DNA-Binding-Sites	1988009	1988031	-	azuC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 18.5 bases upstream of glcCp	DNA-Binding-Sites	3128177	3128199	+	glcC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 18.5 bases upstream of lpdAp	DNA-Binding-Sites	127688	127710	+	lpdA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 180.5 bases upstream of xylFp	DNA-Binding-Sites	3730878	3730900	+	xylFGHR // xylAB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 19.5 bases downstream of sohBp	DNA-Binding-Sites	1329292	1329314	+	sohB // sohB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 19.5 bases upstream of gadEp2	DNA-Binding-Sites	3658315	3658337	+	gadEF-mdtEF
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 19.5 bases upstream of yaePp	DNA-Binding-Sites	214196	214218	-	yaeP-rof // yaeQ-arfB-nlpE
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 191.5 bases upstream of csrCp	DNA-Binding-Sites	4050837	4050853	+	csrC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 191.5 bases upstream of cyoAp	DNA-Binding-Sites	451834	451856	-	cyoABCDE
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 195.5 bases upstream of malKp	DNA-Binding-Sites	4246530	4246552	+	malK-lamB-malM // malEFGH
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 195.5 bases upstream of melAp	DNA-Binding-Sites	4341681	4341703	+	melAB // melR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 2 bases downstream of sohBp2	DNA-Binding-Sites	1329291	1329313	+	sohB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 2 bases upstream of cyaAp	DNA-Binding-Sites	3990986	3991008	+	cyaA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 2.5 bases upstream of aaeRp	DNA-Binding-Sites	3389483	3389505	+	aaeR // aaeXAB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 20.5 bases downstream of ppdDp	DNA-Binding-Sites	117675	117697	-	ppdD-hofBC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 20.5 bases upstream of gntPp	DNA-Binding-Sites	4551344	4551366	-	gntP
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 20.5 bases upstream of raiAp	DNA-Binding-Sites	2737076	2737092	+	raiAZ
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 20.5 bases upstream of rpoHp3	DNA-Binding-Sites	3600880	3600902	-	rpoH // rpoH // rpoH
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 207.5 bases upstream of pncBp	DNA-Binding-Sites	990611	990633	-	pncB
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 219.5 bases upstream of mtlAp	DNA-Binding-Sites	3771958	3771980	+	mtlADR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 223.5 bases upstream of zraSp	DNA-Binding-Sites	4201671	4201693	+	zraSR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 23 bases upstream of rseDp	DNA-Binding-Sites	2710354	2710371	-	rpoE-rseABC // rpoE-rseABC
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 23.5 bases upstream of trxAp1	DNA-Binding-Sites	3965613	3965635	+	trxA
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 231.5 bases upstream of malSp	DNA-Binding-Sites	3737228	3737250	+	malS
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 232.5 bases upstream of agpp	DNA-Binding-Sites	1065316	1065338	+	agp
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 243.5 bases upstream of grpEp	DNA-Binding-Sites	2750980	2751002	-	grpE
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 25 bases upstream of psiEp	DNA-Binding-Sites	4240264	4240286	+	psiE
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 252.5 bases upstream of dusBp	DNA-Binding-Sites	3409983	3410005	+	dusB-fis
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 26.5 bases upstream of ugpBp2	DNA-Binding-Sites	3592442	3592464	-	ugpBAECQ
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 261.5 bases upstream of mtlAp	DNA-Binding-Sites	3771916	3771938	+	mtlADR
CRP-cAMP DNA-binding transcriptional dual regulator DNA-binding-site 267.5 bases upstream of entCp	DNA-Binding-Sites	624553	624575	+	entCEBA-ybdB
