Position	Strand	Coverage_WT1	Coverage_WT2	Coverage_WT3	MethylPercent_WT1	MethylPercent_WT2	MethylPercent_WT3	Coverage_Mean	MethylPercent_Mean
553888	Plus	50	61	74	0.94	0.9672	0.9865	61.66666667	0.964566667
553889	Minus	43	70	74	0.9302	0.9	0.8919	62.33333333	0.907366667
553917	Plus	53	58	75	1	0.9655	0.9733	62	0.9796
553918	Minus	39	70	73	0.9744	0.8857	0.9863	60.66666667	0.9488
554235	Plus	53	58	72	0.9811	0.931	1	61	0.9707
554236	Minus	41	73	67	0.9756	0.9041	0.8507	60.33333333	0.910133333
554518	Plus	52	56	74	0.9423	1	0.9189	60.66666667	0.953733333
554519	Minus	45	70	68	0.9556	0.9429	0.9118	61	0.936766667
554523	Plus	52	58	73	0.9808	0.9655	0.9589	61	0.9684
554524	Minus	42	71	69	0.9524	0.9718	0.942	60.66666667	0.9554
554711	Plus	51	57	64	0.9804	0.9825	1	57.33333333	0.987633333
554712	Minus	45	63	68	0.9778	0.9524	0.9706	58.66666667	0.966933333
554879	Plus	50	56	68	1	0.9821	0.9853	58	0.989133333
554880	Minus	46	67	67	0.9348	0.9552	0.9552	60	0.9484
554887	Plus	49	55	67	1	0.9818	0.9701	57	0.983966667
554888	Minus	46	66	64	0.9348	0.9545	0.9531	58.66666667	0.947466667
554995	Plus	49	53	65	0.9796	0.9434	1	55.66666667	0.974333333
554996	Minus	47	66	65	0.9787	0.9697	0.9692	59.33333333	0.972533333
555056	Plus	48	53	70	0.9792	0.9434	0.9857	57	0.969433333
555057	Minus	46	65	66	0.9783	0.9846	0.9697	59	0.977533333
555086	Plus	48	56	69	0.9792	0.9821	0.9855	57.66666667	0.982266667
555087	Minus	46	64	63	0.9783	0.9688	0.9841	57.66666667	0.977066667
555929	Plus	46	65	77	0.9348	0.9538	0.987	62.66666667	0.958533333
555930	Minus	51	61	62	0.9412	0.9508	0.9839	58	0.958633333
555949	Plus	45	65	74	0.9778	0.9538	0.973	61.33333333	0.9682
555950	Minus	51	59	64	0.902	0.9661	0.9062	58	0.924766667
556660	Plus	38	59	65	0.7105	0.8305	0.8462	54	0.795733333
556661	Minus	52	56	54	0.9808	0.9643	0.9259	54	0.957
556890	Plus	41	58	67	0.9512	1	0.9851	55.33333333	0.978766667
556891	Minus	51	54	56	0.9804	0.9815	0.9821	53.66666667	0.981333333
557080	Plus	44	62	61	0.9773	0.9839	0.9836	55.66666667	0.9816
557081	Minus	52	54	52	1	0.9815	1	52.66666667	0.993833333
557122	Plus	42	62	66	0.9762	1	0.9848	56.66666667	0.987
557123	Minus	54	53	53	1	0.9623	0.9623	53.33333333	0.974866667
557130	Plus	44	63	66	0.9773	0.9365	0.9697	57.66666667	0.961166667
557131	Minus	55	50	49	0.9273	1	0.9388	51.33333333	0.955366667
557770	Plus	43	64	63	0.9302	0.9531	0.9524	56.66666667	0.945233333
557771	Minus	56	48	55	0.9643	0.9583	0.9455	53	0.956033333
558456	Plus	40	59	60	0.9	0.9153	0.95	53	0.921766667
558457	Minus	55	52	67	0.9818	0.9615	0.9403	58	0.9612
558644	Plus	37	54	48	0.8108	0.9074	0.8125	46.33333333	0.843566667
558645	Minus	59	50	65	0.9661	1	0.9846	58	0.983566667
559052	Plus	44	56	59	0.9318	0.9286	0.9661	53	0.942166667
559053	Minus	52	43	70	0.9231	0.9535	0.9429	55	0.939833333
559278	Plus	43	54	62	0.907	0.9074	0.9355	53	0.916633333
559279	Minus	59	51	72	0.9831	1	0.9583	60.66666667	0.980466667
559313	Plus	43	52	58	0.907	0.9038	0.9828	51	0.9312
559314	Minus	58	55	72	0.9828	0.9091	0.9861	61.66666667	0.959333333
559453	Plus	44	56	61	0.9545	0.9286	0.9672	53.66666667	0.9501
559454	Minus	55	52	66	1	0.9038	0.9394	57.66666667	0.947733333
559908	Plus	45	54	53	0.9556	0.9259	1	50.66666667	0.9605
559909	Minus	61	58	71	0.9836	0.931	0.9577	63.33333333	0.957433333
560688	Plus	49	53	62	0.9388	0.9623	0.9194	54.66666667	0.940166667
560689	Minus	62	64	67	0.8548	0.8594	0.9701	64.33333333	0.894766667
561416	Plus	46	51	63	0.9565	0.9804	0.9206	53.33333333	0.9525
561417	Minus	61	61	66	0.9508	0.9672	0.9394	62.66666667	0.952466667
561717	Plus	51	55	64	0.902	0.9636	0.9531	56.66666667	0.939566667
561718	Minus	61	57	61	0.9836	0.9649	0.9836	59.66666667	0.977366667
562087	Plus	55	51	65	0.9455	0.9804	0.9692	57	0.965033333
562088	Minus	63	58	60	1	1	0.9833	60.33333333	0.994433333
562424	Plus	51	49	61	0.8627	0.9796	0.8852	53.66666667	0.909166667
562425	Minus	64	58	62	0.9375	0.9138	0.9677	61.33333333	0.939666667
562700	Plus	44	46	70	0.8636	0.8696	0.8714	53.33333333	0.8682
562701	Minus	58	57	58	0.8966	0.9298	0.9138	57.66666667	0.9134
562795	Plus	43	52	78	0.907	0.9038	0.9487	57.66666667	0.919833333
562796	Minus	57	61	60	0.8947	0.9508	0.9167	59.33333333	0.920733333
562844	Plus	48	55	70	0.9583	0.9091	1	57.66666667	0.9558
562845	Minus	55	61	61	0.9818	0.9672	0.9672	59	0.972066667
563144	Plus	48	51	67	0.8542	0.9608	0.9403	55.33333333	0.918433333
563145	Minus	62	64	62	0.9839	0.9844	0.9839	62.66666667	0.984066667
563161	Plus	49	52	66	0.898	0.9808	0.9091	55.66666667	0.9293
563162	Minus	62	63	62	0.9355	0.9841	0.9839	62.33333333	0.967833333
563174	Plus	51	55	64	1	0.9273	0.9688	56.66666667	0.965366667
563175	Minus	61	61	62	0.9508	0.9508	0.9839	61.33333333	0.961833333
563640	Plus	49	58	64	0.9388	0.9483	0.9844	57	0.957166667
563641	Minus	61	59	55	0.9508	0.9153	0.9636	58.33333333	0.943233333
563685	Plus	54	53	63	0.8704	0.9245	0.8889	56.66666667	0.8946
563686	Minus	55	58	46	0.8909	0.8966	0.9348	53	0.907433333
563831	Plus	55	59	65	0.9455	0.9831	0.9692	59.66666667	0.965933333
563832	Minus	59	59	54	0.8983	0.8814	0.9444	57.33333333	0.908033333
564122	Plus	50	61	66	0.96	0.9508	0.9848	59	0.9652
564123	Minus	55	58	54	0.9091	0.9483	0.9074	55.66666667	0.9216
564154	Plus	51	59	67	0.9804	0.9322	0.9851	59	0.9659
564155	Minus	56	60	54	0.875	0.9333	0.9444	56.66666667	0.917566667
564269	Plus	49	57	62	0.8163	0.8947	0.7742	56	0.8284
564270	Minus	58	56	55	0.9655	0.9286	0.9091	56.33333333	0.9344
564461	Plus	50	59	60	0.9	0.9153	0.95	56.33333333	0.921766667
564462	Minus	56	54	52	0.9107	0.8889	0.9423	54	0.913966667
564653	Plus	48	54	73	0.8958	0.9444	0.9726	58.33333333	0.9376
564654	Minus	57	56	54	0.9649	0.9107	0.963	55.66666667	0.9462
565196	Plus	46	52	72	0.9565	0.9231	0.9722	56.66666667	0.9506
565197	Minus	63	58	52	0.9683	0.9655	0.9231	57.66666667	0.9523
566640	Plus	41	39	66	0.7317	0.7692	0.7424	48.66666667	0.747766667
566641	Minus	53	59	48	0.8302	0.9153	0.8958	53.33333333	0.880433333
566779	Plus	41	47	73	0.878	0.766	0.8219	53.66666667	0.821966667
566780	Minus	59	63	47	0.9153	0.9365	0.9362	56.33333333	0.929333333
568031	Plus	48	59	66	0.9375	0.9492	0.9697	57.66666667	0.952133333
568032	Minus	60	59	44	0.9333	0.9661	0.8864	54.33333333	0.9286
569557	Plus	36	49	41	0.6944	0.6122	0.6585	42	0.655033333
569558	Minus	41	41	42	0.7561	0.8049	0.881	41.33333333	0.814
570435	Plus	42	42	39	0.8333	0.5952	0.641	41	0.689833333
570436	Minus	52	48	47	0.8077	0.8125	0.9574	49	0.8592
571110	Plus	53	43	50	0.8113	0.8372	0.88	48.66666667	0.842833333
571111	Minus	51	48	50	0.8627	0.8542	0.84	49.66666667	0.8523
571484	Plus	54	46	53	0.8889	0.7826	0.7547	51	0.808733333
571485	Minus	50	45	50	0.84	0.8222	0.9	48.33333333	0.854066667
571749	Plus	38	38	41	0.5789	0.5263	0.5854	39	0.563533333
571750	Minus	52	42	54	0.75	0.7857	0.8333	49.33333333	0.789666667
572529	Plus	58	54	60	0.9483	0.8704	0.9167	57.33333333	0.9118
572530	Minus	54	51	62	0.9259	0.9412	0.9516	55.66666667	0.939566667
572794	Plus	54	55	63	0.963	0.9273	0.9841	57.33333333	0.958133333
572795	Minus	50	52	63	1	0.9808	0.9524	55	0.977733333
573564	Plus	52	55	59	0.9808	0.9273	0.9322	55.33333333	0.946766667
573565	Minus	50	54	66	0.98	0.9444	0.9697	56.66666667	0.9647
574109	Plus	55	61	58	0.9636	1	1	58	0.987866667
574110	Minus	49	55	68	0.9796	0.9818	0.9559	57.33333333	0.972433333
574745	Plus	56	60	51	0.9821	0.9667	0.9216	55.66666667	0.9568
574746	Minus	42	57	69	0.9524	0.9649	0.942	56	0.9531
574996	Plus	58	57	54	0.9655	0.8596	0.9074	56.33333333	0.910833333
574997	Minus	40	61	69	0.95	0.9836	0.8696	56.66666667	0.9344
575235	Plus	59	59	52	0.8305	0.9492	0.8462	56.66666667	0.8753
575236	Minus	46	62	66	0.8696	0.9355	0.8485	58	0.884533333
575755	Plus	47	56	41	0.6383	0.5893	0.561	48	0.5962
575756	Minus	38	54	59	0.6842	0.6481	0.7288	50.33333333	0.687033333
575896	Plus	50	55	48	0.64	0.6727	0.6667	51	0.6598
575897	Minus	44	69	70	0.8409	0.8116	0.7857	61	0.812733333
575914	Plus	52	55	47	0.8077	0.8545	0.8723	51.33333333	0.844833333
575915	Minus	45	72	67	0.9556	0.9167	0.8209	61.33333333	0.897733333
576019	Plus	56	66	52	0.9464	0.9697	0.8846	58	0.933566667
576020	Minus	43	72	66	0.8837	0.8611	0.8182	60.33333333	0.854333333
576178	Plus	58	65	51	0.9655	0.9538	0.9608	58	0.960033333
576179	Minus	41	67	66	0.9512	0.9403	0.9394	58	0.943633333
576286	Plus	58	65	51	0.9483	0.9538	0.9804	58	0.960833333
576287	Minus	44	72	71	0.9091	0.9861	0.9437	62.33333333	0.9463
576613	Plus	56	57	51	0.8036	0.8596	0.9412	54.66666667	0.868133333
576614	Minus	43	66	68	0.8372	0.9848	0.9706	59	0.930866667
576721	Plus	54	54	49	0.5556	0.463	0.449	52.33333333	0.4892
576722	Minus	39	62	65	0.7692	0.871	0.8154	55.33333333	0.818533333
576946	Plus	44	64	43	0.1364	0.125	0.093	50.33333333	0.118133333
576947	Minus	29	57	48	0.2759	0.4386	0.5417	44.66666667	0.418733333
578010	Plus	50	59	56	0.96	0.9831	0.9643	55	0.969133333
578011	Minus	40	62	69	0.975	0.9516	0.9855	57	0.9707
578509	Plus	42	51	51	0.7143	0.7255	0.7255	48	0.721766667
578510	Minus	41	51	52	0.7561	0.7255	0.7308	48	0.737466667
579559	Plus	37	53	39	0.8108	0.8302	0.8974	43	0.846133333
579560	Minus	35	50	51	0.7429	0.82	0.8235	45.33333333	0.795466667
579905	Plus	37	50	46	0.9189	0.8	0.8261	44.33333333	0.848333333
579906	Minus	36	54	56	0.8889	0.8333	0.9286	48.66666667	0.8836
579917	Plus	34	49	40	0.7941	0.7959	0.675	41	0.755
579918	Minus	34	51	56	0.9118	0.8235	0.8214	47	0.852233333
580086	Plus	31	51	36	0.7097	0.6471	0.5833	39.33333333	0.6467
580087	Minus	37	44	51	0.7568	0.6818	0.7059	44	0.714833333
580515	Plus	35	53	46	0.9143	0.9245	0.913	44.66666667	0.917266667
580516	Minus	34	44	52	0.8824	0.9545	0.9038	43.33333333	0.913566667
580630	Plus	36	58	43	0.9722	1	0.9535	45.66666667	0.975233333
580631	Minus	33	45	58	0.9697	0.9556	0.9483	45.33333333	0.957866667
581060	Plus	34	52	47	0.8824	0.8846	0.9149	44.33333333	0.893966667
581061	Minus	30	40	49	0.9667	1	0.9388	39.66666667	0.9685
581194	Plus	37	55	49	0.973	0.9273	0.9796	47	0.959966667
581195	Minus	33	41	52	0.9394	0.9268	0.9615	42	0.942566667
581227	Plus	39	55	49	0.9487	0.9273	0.8776	47.66666667	0.917866667
581228	Minus	32	42	50	0.9375	0.9524	0.9	41.33333333	0.929966667
581721	Plus	37	52	44	0.9189	0.9038	0.8409	44.33333333	0.887866667
581722	Minus	30	40	44	0.9	0.925	0.9318	38	0.918933333
581967	Plus	34	52	49	0.7647	0.8654	0.8776	45	0.8359
581968	Minus	29	39	40	0.8621	0.8718	0.9	36	0.877966667
583014	Plus	33	49	43	0.8485	0.8776	0.8605	41.66666667	0.8622
583015	Minus	33	38	36	0.8788	0.9211	0.9444	35.66666667	0.914766667
583042	Plus	34	44	42	0.8824	0.9545	0.9524	40	0.929766667
583043	Minus	35	39	38	0.9429	0.9744	0.9474	37.33333333	0.9549
584773	Plus	32	48	36	0.75	0.75	0.8056	38.66666667	0.768533333
584774	Minus	36	28	35	0.7222	0.6786	0.7429	33	0.714566667
585235	Plus	31	50	41	0.871	0.9	0.878	40.66666667	0.883
585236	Minus	42	39	40	0.8571	0.8718	0.925	40.33333333	0.884633333
585325	Plus	34	54	45	0.9706	0.9259	0.9333	44.33333333	0.943266667
585326	Minus	42	42	45	0.9048	0.9524	0.8667	43	0.907966667
585587	Plus	32	53	40	0.6562	0.6792	0.75	41.66666667	0.695133333
585588	Minus	43	43	43	0.8372	0.907	0.8837	43	0.875966667
586874	Plus	38	58	52	0.8947	0.9828	0.9808	49.33333333	0.952766667
586875	Minus	52	44	61	0.9423	0.9545	0.8852	52.33333333	0.927333333
586946	Plus	38	62	54	0.9737	1	0.963	51.33333333	0.9789
586947	Minus	56	45	57	0.9643	0.9111	0.9298	52.66666667	0.935066667
586968	Plus	38	59	53	0.9737	0.9661	0.9623	50	0.967366667
586969	Minus	55	41	58	0.9455	0.9024	0.8966	51.33333333	0.914833333
586990	Plus	38	61	54	0.8947	0.9508	0.9444	51	0.929966667
586991	Minus	55	46	56	0.9636	0.9565	0.9643	52.33333333	0.961466667
587619	Plus	37	59	60	0.9459	0.9661	0.9667	52	0.959566667
587620	Minus	53	49	61	0.9623	0.9388	0.9344	54.33333333	0.945166667
587694	Plus	37	62	58	0.9459	1	0.9655	52.33333333	0.970466667
587695	Minus	53	51	60	0.9811	1	0.95	54.66666667	0.977033333
588460	Plus	37	62	55	0.9459	0.9839	1	51.33333333	0.9766
588461	Minus	53	51	65	0.9623	0.9804	0.9231	56.33333333	0.955266667
588465	Plus	36	60	55	0.9722	0.9833	0.9455	50.33333333	0.967
588466	Minus	54	51	69	0.9444	0.9804	0.9565	58	0.960433333
588907	Plus	39	60	53	1	1	0.9811	50.66666667	0.9937
588908	Minus	53	56	67	1	1	0.9701	58.66666667	0.990033333
588918	Plus	39	58	51	0.9231	0.9828	0.9608	49.33333333	0.955566667
588919	Minus	52	56	66	1	1	0.9697	58	0.9899
589152	Plus	42	58	60	0.9762	0.9483	1	53.33333333	0.974833333
589153	Minus	50	59	67	0.96	0.9492	0.9701	58.66666667	0.959766667
589260	Plus	42	56	59	0.9524	0.9107	0.9661	52.33333333	0.943066667
589261	Minus	50	58	70	0.92	0.9828	0.9857	59.33333333	0.962833333
589314	Plus	42	57	59	0.881	0.9123	0.9831	52.66666667	0.925466667
589315	Minus	51	61	66	0.9608	0.9672	1	59.33333333	0.976
589806	Plus	40	52	66	0.975	1	0.9545	52.66666667	0.9765
589807	Minus	55	68	69	0.9818	1	1	64	0.993933333
590208	Plus	41	51	64	0.9512	0.9216	0.9844	52	0.9524
590209	Minus	56	64	69	0.9643	0.9531	1	63	0.972466667
590218	Plus	39	51	62	0.9487	0.9608	0.9355	50.66666667	0.948333333
590219	Minus	51	63	69	0.9608	0.9524	0.942	61	0.951733333
590242	Plus	43	49	64	0.9767	0.9592	0.9844	52	0.973433333
590243	Minus	56	62	68	0.9821	0.9516	0.9853	62	0.973
590247	Plus	42	49	64	1	1	0.9688	51.66666667	0.9896
590248	Minus	54	62	65	0.9815	0.9839	0.9692	60.33333333	0.9782
590385	Plus	42	49	62	1	0.9796	0.9677	51	0.982433333
590386	Minus	49	61	68	0.9592	1	0.9853	59.33333333	0.9815
590637	Plus	46	54	63	1	0.9815	0.9683	54.33333333	0.983266667
590638	Minus	53	58	72	1	0.9828	0.9583	61	0.980366667
591055	Plus	45	55	65	0.9556	0.9273	0.9692	55	0.9507
591056	Minus	57	60	77	0.9649	0.9833	0.974	64.66666667	0.974066667
591289	Plus	46	51	65	1	0.9608	0.9692	54	0.976666667
591290	Minus	60	60	82	1	0.9833	0.9878	67.33333333	0.990366667
591521	Plus	48	51	62	0.9583	0.9608	1	53.66666667	0.973033333
591522	Minus	57	59	80	0.9474	0.9831	0.9375	65.33333333	0.956
591787	Plus	46	53	62	0.9783	0.9623	0.9677	53.66666667	0.969433333
591788	Minus	62	60	86	1	0.9833	0.9767	69.33333333	0.986666667
592055	Plus	46	51	60	0.9783	1	0.9833	52.33333333	0.9872
592056	Minus	66	60	80	0.9545	0.9667	0.9625	68.66666667	0.961233333
592187	Plus	47	56	63	1	0.9643	1	55.33333333	0.9881
592188	Minus	64	60	80	1	0.9333	0.9875	68	0.9736
592250	Plus	46	54	64	0.913	0.9815	0.9531	54.66666667	0.9492
592251	Minus	67	58	78	0.9701	1	0.9744	67.66666667	0.9815
592598	Plus	46	53	65	1	0.9623	0.9692	54.66666667	0.977166667
592599	Minus	64	56	79	0.9844	1	0.9873	66.33333333	0.990566667
592609	Plus	44	52	63	0.9773	0.9231	0.9524	53	0.950933333
592610	Minus	65	56	79	0.9692	0.9107	0.962	66.66666667	0.9473
593556	Plus	47	54	70	1	1	0.9857	57	0.995233333
593557	Minus	71	50	76	0.9577	0.98	0.9605	65.66666667	0.966066667
593655	Plus	44	58	68	0.9545	0.9828	0.9853	56.66666667	0.9742
593656	Minus	70	52	80	0.9714	0.9615	0.975	67.33333333	0.9693
593706	Plus	46	59	69	0.9783	0.9661	0.971	58	0.9718
593707	Minus	67	51	80	0.9104	1	0.975	66	0.9618
594016	Plus	46	56	66	1	0.9821	1	56	0.994033333
594017	Minus	69	51	86	1	1	1	68.66666667	1
594090	Plus	44	57	68	0.9773	0.9298	0.9412	56.33333333	0.949433333
594091	Minus	65	46	81	1	0.9565	0.963	64	0.973166667
594133	Plus	45	57	68	0.9778	1	0.9853	56.66666667	0.9877
594134	Minus	68	51	81	0.9853	1	0.963	66.66666667	0.982766667
594178	Plus	46	56	68	1	0.9821	0.9853	56.66666667	0.989133333
594179	Minus	68	50	77	0.9853	0.98	0.974	65	0.979766667
594253	Plus	45	51	67	1	1	1	54.33333333	1
594254	Minus	66	51	81	0.9848	1	0.9877	66	0.990833333
594664	Plus	49	53	66	0.9796	1	0.9091	56	0.9629
594665	Minus	67	48	78	0.9254	0.9792	0.9872	64.33333333	0.963933333
594670	Plus	48	53	68	0.9583	0.9811	0.9118	56.33333333	0.9504
594671	Minus	68	46	82	0.9706	1	0.9756	65.33333333	0.982066667
595036	Plus	46	55	65	0.9783	0.9636	0.9538	55.33333333	0.965233333
595037	Minus	67	47	80	0.9701	0.8723	0.8875	64.66666667	0.909966667
595306	Plus	44	51	66	0.9318	0.9608	0.9394	53.66666667	0.944
595307	Minus	67	47	80	0.9851	0.9574	0.9875	64.66666667	0.976666667
595485	Plus	43	52	60	0.9767	0.9423	0.9833	51.66666667	0.967433333
595486	Minus	66	49	70	0.9545	0.9592	0.9	61.66666667	0.9379
596558	Plus	50	58	72	1	1	0.9583	60	0.9861
596559	Minus	61	46	73	0.8852	0.913	0.9041	60	0.900766667
596617	Plus	50	58	70	0.98	0.9138	0.9857	59.33333333	0.959833333
596618	Minus	66	49	74	0.9697	1	0.9865	63	0.9854
596765	Plus	49	59	71	1	1	0.9859	59.66666667	0.9953
596766	Minus	67	50	70	0.9851	0.98	0.9857	62.33333333	0.9836
596912	Plus	49	57	67	0.9388	0.9649	0.9403	57.66666667	0.948
596913	Minus	66	48	65	0.9697	0.9583	0.9231	59.66666667	0.950366667
597273	Plus	49	56	66	0.9796	0.9821	1	57	0.987233333
597274	Minus	69	48	63	1	0.9375	0.9841	60	0.973866667
597306	Plus	46	57	63	1	1	0.9841	55.33333333	0.9947
597307	Minus	68	48	61	1	0.9792	0.9836	59	0.9876
597512	Plus	48	56	61	0.9375	0.9286	0.9672	55	0.944433333
597513	Minus	69	49	65	0.9275	0.9184	0.9385	61	0.928133333
597678	Plus	48	56	62	0.9792	0.9821	0.9839	55.33333333	0.981733333
597679	Minus	67	49	60	0.9701	0.9796	0.9667	58.66666667	0.972133333
598073	Plus	52	52	63	0.9615	0.9615	0.9524	55.66666667	0.958466667
598074	Minus	68	48	65	1	0.9792	1	60.33333333	0.993066667
598130	Plus	53	48	64	0.9623	0.9583	0.9688	55	0.963133333
598131	Minus	71	49	66	0.9859	0.9796	1	62	0.9885
598143	Plus	50	51	61	0.96	1	1	54	0.986666667
598144	Minus	71	48	67	0.9859	1	0.9851	62	0.990333333
598226	Plus	51	51	63	0.9608	0.9216	1	55	0.9608
598227	Minus	68	51	69	0.9853	0.9804	0.971	62.66666667	0.9789
598835	Plus	56	50	63	0.9821	0.98	0.9841	56.33333333	0.982066667
598836	Minus	65	54	62	0.9846	1	0.9839	60.33333333	0.9895
599018	Plus	57	51	59	1	0.8824	0.9322	55.66666667	0.9382
599019	Minus	64	53	59	0.9375	0.9811	0.9831	58.66666667	0.967233333
599128	Plus	58	53	62	0.9828	1	0.9839	57.66666667	0.9889
599129	Minus	60	52	56	0.95	0.9231	0.9286	56	0.9339
599150	Plus	57	52	62	1	0.9808	0.9839	57	0.988233333
599151	Minus	64	57	58	0.9375	0.9649	0.9655	59.66666667	0.955966667
599168	Plus	57	54	61	0.9649	0.963	0.9344	57.33333333	0.9541
599169	Minus	61	56	59	1	0.9821	0.9831	58.66666667	0.9884
599288	Plus	59	53	60	0.9492	0.9811	0.9333	57.33333333	0.954533333
599289	Minus	63	55	58	0.9841	0.9636	0.9655	58.66666667	0.971066667
599377	Plus	58	53	59	1	0.9623	0.9492	56.66666667	0.9705
599378	Minus	64	58	57	1	0.931	0.9825	59.66666667	0.971166667
599581	Plus	57	55	64	0.9649	0.9273	0.9844	58.66666667	0.958866667
599582	Minus	64	56	54	0.9844	1	0.9815	58	0.988633333
599589	Plus	56	53	62	0.9643	1	0.9677	57	0.977333333
599590	Minus	64	55	54	0.9688	0.9273	0.963	57.66666667	0.953033333
599614	Plus	58	53	65	0.9655	0.9811	1	58.66666667	0.9822
599615	Minus	65	53	54	0.9846	0.9434	1	57.33333333	0.976
599690	Plus	58	52	65	0.931	0.9808	0.9538	58.33333333	0.9552
599691	Minus	67	59	54	0.9701	1	0.963	60	0.9777
599944	Plus	57	54	58	0.9825	1	0.9828	56.33333333	0.988433333
599945	Minus	67	54	53	0.9701	1	0.9811	58	0.983733333
600028	Plus	57	55	58	0.9825	0.9636	1	56.66666667	0.982033333
600029	Minus	69	53	54	0.9855	0.9623	0.9444	58.66666667	0.964066667
600103	Plus	56	57	58	0.9643	0.9474	0.931	57	0.947566667
600104	Minus	66	54	55	0.9697	0.963	0.9818	58.33333333	0.9715
600193	Plus	57	59	56	0.9298	0.9831	0.9821	57.33333333	0.965
600194	Minus	66	56	55	0.9697	1	0.9818	59	0.983833333
600202	Plus	56	57	57	0.9821	0.9649	0.9649	56.66666667	0.970633333
600203	Minus	68	58	53	1	1	0.9623	59.66666667	0.987433333
600208	Plus	56	58	58	0.9464	0.9828	0.9483	57.33333333	0.959166667
600209	Minus	68	57	53	1	1	1	59.33333333	1
600226	Plus	58	55	55	0.9828	1	0.9636	56	0.982133333
600227	Minus	66	56	51	0.9848	0.9643	0.9608	57.66666667	0.969966667
600406	Plus	58	58	52	0.9483	0.9138	0.9615	56	0.9412
600407	Minus	63	58	48	0.9841	0.9655	0.9583	56.33333333	0.9693
601075	Plus	58	64	54	0.931	0.9375	0.963	58.66666667	0.943833333
601076	Minus	65	59	55	1	0.9831	0.9818	59.66666667	0.9883
601202	Plus	57	65	57	0.9825	1	1	59.66666667	0.994166667
601203	Minus	64	58	55	0.9844	0.931	0.9636	59	0.959666667
601774	Plus	53	64	58	0.9434	0.9219	0.9828	58.33333333	0.949366667
601775	Minus	63	59	51	0.9841	0.9831	0.9412	57.66666667	0.969466667
602151	Plus	52	62	57	1	0.9677	1	57	0.989233333
602152	Minus	62	62	51	0.9677	0.9839	1	58.33333333	0.983866667
602484	Plus	53	69	61	0.9434	0.971	0.9672	61	0.960533333
602485	Minus	59	62	59	0.9322	0.9677	0.8983	60	0.932733333
602668	Plus	55	74	62	0.9818	0.9459	1	63.66666667	0.9759
602669	Minus	56	60	59	0.9821	0.95	1	58.33333333	0.977366667
603009	Plus	56	67	57	0.9643	1	1	60	0.9881
603010	Minus	54	58	65	1	1	0.9538	59	0.9846
603111	Plus	54	67	58	0.9259	0.9403	1	59.66666667	0.9554
603112	Minus	54	59	58	0.9815	0.9661	0.9138	57	0.9538
603273	Plus	55	66	56	1	0.9545	1	59	0.984833333
603274	Minus	58	58	60	0.9828	0.9828	0.9833	58.66666667	0.982966667
603512	Plus	50	62	63	0.98	1	0.9841	58.33333333	0.988033333
603513	Minus	60	59	66	0.95	0.8983	0.9242	61.66666667	0.924166667
603576	Plus	45	60	57	0.9333	0.9	0.9123	54	0.9152
603577	Minus	60	58	67	0.9833	0.9655	1	61.66666667	0.982933333
604005	Plus	47	64	60	0.9362	0.9688	0.95	57	0.951666667
604006	Minus	61	63	64	1	0.9841	0.9375	62.66666667	0.973866667
604109	Plus	44	58	58	0.9545	1	0.9828	53.33333333	0.9791
604110	Minus	63	62	65	0.9841	0.9355	0.8923	63.33333333	0.9373
604158	Plus	43	60	59	1	0.9833	0.9831	54	0.9888
604159	Minus	63	62	65	0.9841	0.9839	0.9692	63.33333333	0.979066667
604194	Plus	46	63	60	1	1	1	56.33333333	1
604195	Minus	64	62	66	0.9844	1	0.9697	64	0.9847
604224	Plus	43	59	58	0.9767	0.9492	0.931	53.33333333	0.9523
604225	Minus	63	62	70	0.9841	0.9839	0.9429	65	0.9703
604344	Plus	46	59	61	0.9565	1	0.9836	55.33333333	0.980033333
604345	Minus	63	63	70	1	1	0.9714	65.33333333	0.990466667
604613	Plus	43	56	58	0.9535	0.9464	0.9483	52.33333333	0.9494
604614	Minus	60	60	62	0.9667	1	0.9032	60.66666667	0.956633333
604617	Plus	42	56	55	0.9762	0.9643	0.9455	51	0.962
604618	Minus	58	64	63	0.9655	0.9844	0.9524	61.66666667	0.967433333
605032	Plus	41	62	55	0.9512	0.9677	0.8727	52.66666667	0.930533333
605033	Minus	56	67	55	0.9464	0.9254	0.9091	59.33333333	0.926966667
605336	Plus	44	59	61	0.8864	0.9831	0.9672	54.66666667	0.945566667
605337	Minus	50	62	57	0.86	0.9032	0.9123	56.33333333	0.891833333
605542	Plus	42	61	66	0.9762	0.9672	0.9848	56.33333333	0.976066667
605543	Minus	55	69	60	1	0.942	0.9667	61.33333333	0.969566667
605588	Plus	42	63	63	0.9762	0.9841	0.9683	56	0.9762
